painting,painting_style,painting_subject,museum,museum_city,museum_country,artist,artist_nationality,artist_style,artist_birth,artist_death
Head of a Young Man (Called Hercules),Expressionism,,,,,Alexei Von Jawlensky,Russian,Expressionist,1864,1941
Hills,Expressionism,,,,,Alexei Von Jawlensky,Russian,Expressionist,1864,1941
Mediterranean Coast,Expressionism,,,,,Alexei Von Jawlensky,Russian,Expressionist,1864,1941
Schokko,Expressionism,,,,,Alexei Von Jawlensky,Russian,Expressionist,1864,1941
Solitude,Expressionism,,,,,Alexei Von Jawlensky,Russian,Expressionist,1864,1941
Spaneteru Mit Roten Schal,Expressionism,,,,,Alexei Von Jawlensky,Russian,Expressionist,1864,1941
Still Life with Vase and Jug,Expressionism,Still-Life,,,,Alexei Von Jawlensky,Russian,Expressionist,1864,1941
Young Girl with a Flowered Hat,Expressionism,,,,,Alexei Von Jawlensky,Russian,Expressionist,1864,1941
Rye,,Landscape Art,,,,Alexey Savrasov,Russian,Landscape Art,1830,1897
The Perchorskiy Cloister Near Nizniy Novgorod,,Landscape Art,,,,Alexey Savrasov,Russian,Landscape Art,1830,1897
The Rooks Have Returned,,Landscape Art,,,,Alexey Savrasov,Russian,Landscape Art,1830,1897
Winter,,Landscape Art,,,,Alexey Savrasov,Russian,Landscape Art,1830,1897
Winter,,Winter,,,,Alexey Savrasov,Russian,Landscape Art,1830,1897
A Girl,Avant-Garde,,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Abstract Portrait,Avant-Garde,,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Abstract Still Life,Avant-Garde,Still-Life,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Cubist Still Life,Avant-Garde,Still-Life,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Cubist Twin Heads,Avant-Garde,,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Eugenia,Avant-Garde,,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Fauve Landscape with Rolling Hills,Avant-Garde,,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Figure in Landscape,Avant-Garde,,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Figure on Bench,Avant-Garde,,The Barnes Foundation,Philadelphia,USA,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Flappers,Avant-Garde,,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Floral Still Life,Avant-Garde,Still-Life,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Flowers in a Vase,Avant-Garde,Flowers,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Four Sisters,Avant-Garde,,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Head of a Girl,Avant-Garde,,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Hills,Avant-Garde,,The Barnes Foundation,Philadelphia,USA,Alfred Henry Maurer,American,Avant-Garde,1868,1932
La Dame en Blanc,Avant-Garde,,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Landscape,Avant-Garde,,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Landscape II,Avant-Garde,,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Landscape III,Avant-Garde,,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Landscape of Provence,Avant-Garde,,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Landscape with House,Avant-Garde,,The Barnes Foundation,Philadelphia,USA,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Landscape with Trees (Marlboro Landscape),Avant-Garde,,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Landscape with Two Trees,Avant-Garde,,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Marlboro Landscape (House in Hills),Avant-Garde,,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Nude Reading,Avant-Garde,Nude,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Portrait of a Woman,Avant-Garde,Portraits,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Portrait of a Young Girl,Avant-Garde,Portraits,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Standing Female Nude,Avant-Garde,Nude,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Still Life,Avant-Garde,Still-Life,,,,Alfred Henry Maurer,American,Avant-Garde,1868,1932
Still Life,Avant-Garde,,The Barnes Foundation,Philadelphia,USA,Alfred Henry Maurer,American,Avant-Garde,1868,1932
A Corner of Wood in the Sablons,Impressionism,,Musée d'Orsay,Paris,France,Alfred Sisley,French,Impressionist,1839,1899
A Path at Les Sablons,Impressionism,,,,,Alfred Sisley,French,Impressionist,1839,1899
A Turn in the Road,Impressionism,,The Art Institute of Chicago,Chicago,USA,Alfred Sisley,French,Impressionist,1839,1899
Abandoned House,Impressionism,,,,,Alfred Sisley,French,Impressionist,1839,1899
"Among the Vines, Louveciennes",Impressionism,,,,,Alfred Sisley,French,Impressionist,1839,1899
An Evening in Moret,Impressionism,,,,,Alfred Sisley,French,Impressionist,1839,1899
Aqueduct at Marly,Impressionism,,,,,Alfred Sisley,French,Impressionist,1839,1899
"Autumn, Banks of the Seine Near Bougival",Impressionism,Autumn/Fall,,,,Alfred Sisley,French,Impressionist,1839,1899
"Autumn, Banks of the Seine Near Bougival",Impressionism,Rivers/Lakes,,,,Alfred Sisley,French,Impressionist,1839,1899
"Banks of the Loing, Autumn Effect",Impressionism,Autumn/Fall,,,,Alfred Sisley,French,Impressionist,1839,1899
Banks of the Loing River,Impressionism,Rivers/Lakes,Philadelphia Museum of Art,Philadelphia,USA,Alfred Sisley,French,Impressionist,1839,1899
"Banks of the Loing, Saint-Mammès",Impressionism,Rivers/Lakes,,,,Alfred Sisley,French,Impressionist,1839,1899
Banks of the Loing,Impressionism,Rivers/Lakes,,,,Alfred Sisley,French,Impressionist,1839,1899
Boat in the Flood at Port Marly,Impressionism,Rivers/Lakes,Musée d'Orsay,Paris,France,Alfred Sisley,French,Impressionist,1839,1899
Bougival,Impressionism,Rivers/Lakes,,,,Alfred Sisley,French,Impressionist,1839,1899
Bridge at Moret-sur-Loing,Impressionism,Rivers/Lakes,Philadelphia Museum of Art,Philadelphia,USA,Alfred Sisley,French,Impressionist,1839,1899
"Cabins Along the Loing Canal, Sunlight Effect",Impressionism,Rivers/Lakes,,,,Alfred Sisley,French,Impressionist,1839,1899
Early Snow at Louveciennes,Impressionism,Winter,,,,Alfred Sisley,French,Impressionist,1839,1899
El Camino de Montbuisson in Louveciennes,Impressionism,,,,,Alfred Sisley,French,Impressionist,1839,1899
Farmyard in Saint-Mammès,Impressionism,,Musée d'Orsay,Paris,France,Alfred Sisley,French,Impressionist,1839,1899
Flood at Port-Marly,Impressionism,Rivers/Lakes,Thussen-Bornemisza Museum,Madrid,Spain,Alfred Sisley,French,Impressionist,1839,1899
"Foggy Morning, Voisins",Impressionism,Winter,Musée d'Orsay,Paris,France,Alfred Sisley,French,Impressionist,1839,1899
Footbridge at Argenteuil,Impressionism,Bridges,Musée d'Orsay,Paris,France,Alfred Sisley,French,Impressionist,1839,1899
Garden Path in Louveciennes,Impressionism,Gardens,,,,Alfred Sisley,French,Impressionist,1839,1899
Horses Being Watered at Marly-le-Roi,Impressionism,Horses,,,,Alfred Sisley,French,Impressionist,1839,1899
June Morning in Saint-Mammès,Impressionism,Spring,,,,Alfred Sisley,French,Impressionist,1839,1899
"La Grande-Rue, Argenteuil",Impressionism,,,,,Alfred Sisley,French,Impressionist,1839,1899
"Lady's Cove, Langland Bay, Le Matin",Impressionism,Seascapes,,,,Alfred Sisley,French,Impressionist,1839,1899
Landscape along the Seine with the Institut de France and the Pont des Arts,Impressionism,,The Art Institute of Chicago,Chicago,USA,Alfred Sisley,French,Impressionist,1839,1899
Landscape at Louveciennes,Impressionism,,,,,Alfred Sisley,French,Impressionist,1839,1899
Landscape (Spring at Bougival),Impressionism,Spring,Philadelphia Museum of Art,Philadelphia,USA,Alfred Sisley,French,Impressionist,1839,1899
A Cloudy Day,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
A Cloudy Day,American Landscape,Seascapes,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
A Fair Day on the Coast,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
"A Summer Day at the Seashore, New England",American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
A Woodland Stream,,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
After the Storm,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Afternoon by the Ocean,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Afternoon on the Hudson,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
"Afternoon, Southampton Beach",American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Afternoon Surf,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Along the Shore,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
"At Mount Desert Island, Maine",American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
"At Mount Desert Island, Maine",American Landscape,Seascapes,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
"Autumn Mist, Lake George",American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
"Beach at Little Boar's Head, New Hampshire",American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
"Blue Point, Long Island",American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Boating in the Afternoon,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Boating in the Afternoon,American Landscape,Rivers/Lakes,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Breaking Waves,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
"Brundith Head, Grand Manan",American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
"Brundith Head, Grand Manan",American Landscape,Seascapes,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
"Cliff Island, Maine",American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Coastal Scene,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Drifting,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Drifting,American Landscape,Rivers/Lakes,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
"Eagle Head, Manchester by the Sea",American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Evening's Glow,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
"Gathering Water Lilies at Curzon's Mills, Newburyport, Massachusetts",American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
"Gathering Water Lilies at Curzon's Mills, Newburyport, Massachusetts",American Landscape,Rivers/Lakes,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Grand Manaan,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Grand Manaan,American Landscape,Seascapes,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Grand Manan,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Hazy Coast,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
"Indian Summer, Massachusetts",American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Lake George,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Lake George,American Landscape,Landscape Art,,,,Alfred Thompson Bricher,American,Hudson River School,1837,1908
Along the Maine Coast,American Landscape,Landscape Art,Los Angeles County Museum of Art,Los Angeles,USA,Alfred Thompson Bricher,American,Hudson River School,1837,1908
A Chilly Morning in Luxembourg,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
A Concert in the Garden,Cubism,Gardens,,,,Alice Bailly,Swiss,Cubist,1872,1938
A Concert in the Garden,Cubism,Musics,,,,Alice Bailly,Swiss,Cubist,1872,1938
A Festive Evening,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
A Steep Slope in the Vineyards,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Afternoon Tea,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Archers,Cubism,,The Museum of Modern Art,New York,USA,Alice Bailly,Swiss,Cubist,1872,1938
Arthur Honegger with &quot;King David&quot;,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
At Leisure,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
At the Ball,Cubism,Musics,,,,Alice Bailly,Swiss,Cubist,1872,1938
Bacchanale Among the Rocks,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Bathers with Birds,Cubism,Nude,,,,Alice Bailly,Swiss,Cubist,1872,1938
Beauties Fancy,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Beyond the Radiant Valley,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
"Borghese Gardens No.1, Water Fountain",Cubism,Gardens,,,,Alice Bailly,Swiss,Cubist,1872,1938
Cemetery,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Country Memories,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Dancer at the Palais,Cubism,Dancers,,,,Alice Bailly,Swiss,Cubist,1872,1938
Dancers,Cubism,Dancers,,,,Alice Bailly,Swiss,Cubist,1872,1938
Dimanche,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Dukas Etude,Cubism,Musics,,,,Alice Bailly,Swiss,Cubist,1872,1938
Equestrian Fantasy with Pink Lady,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Flowers and Figures II,Cubism,Flowers,,,,Alice Bailly,Swiss,Cubist,1872,1938
Flowers and Figures,Cubism,Flowers,,,,Alice Bailly,Swiss,Cubist,1872,1938
Fountain in a Garden of Rome,Cubism,Gardens,,,,Alice Bailly,Swiss,Cubist,1872,1938
Geneva Harbor,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Hands and Fruits,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Happy Omen,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Henry Spiess,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Horses,Cubism,Horses,,,,Alice Bailly,Swiss,Cubist,1872,1938
In the Chapel,Cubism,Churches/Temples/Mosques,,,,Alice Bailly,Swiss,Cubist,1872,1938
Intermission Portrait of Jeanne Beillehacheo,Cubism,Portraits,,,,Alice Bailly,Swiss,Cubist,1872,1938
"Italian Landscape II, Market in Verona",Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Italian Landscape IV,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Joy in the Forest II,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Joy in the Forest III,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Joy in the Forest,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Land of the Vineyards,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Landscape,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Landscape at Orsay,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Landscape of Jorat,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Marval at the Van Dongen's Masked Ball,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
My Portrait II,Cubism,Portraits,,,,Alice Bailly,Swiss,Cubist,1872,1938
My Portrait,Cubism,Portraits,,,,Alice Bailly,Swiss,Cubist,1872,1938
Nude with Red Hair,Cubism,Nude,,,,Alice Bailly,Swiss,Cubist,1872,1938
Orchard (Ursenbach),Cubism,Spring,,,,Alice Bailly,Swiss,Cubist,1872,1938
Pear Tree II,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Pear Tree,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Pink Spring,Cubism,Spring,,,,Alice Bailly,Swiss,Cubist,1872,1938
Playing with a Fan,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Portrait of a Young Man,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Portrait of Madame Hodler,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Portrait of Mlle. Madeleine de Cerenville,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Portrait of My Mother,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Portrait of Pernette (Simone Schule),Cubism,Portraits,,,,Alice Bailly,Swiss,Cubist,1872,1938
Raymonde Naville,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
"Reading in the Garden, Portrait of Albert Rheinwald",Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Roulotte Joyeuse,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Self-Portrait,Cubism,Portraits,,,,Alice Bailly,Swiss,Cubist,1872,1938
Skating in the Bois de Boulogne II,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
Skating in the Bois de Boulogne,Cubism,,,,,Alice Bailly,Swiss,Cubist,1872,1938
A Chalupa,Cubism,,,,,Amadeo De Souza-Cardoso,Spanish,Cubist,1887,1918
A Mulher,Cubism,,,,,Amadeo De Souza-Cardoso,Spanish,Cubist,1887,1918
A Poem in Colour,Cubism,,,,,Amadeo De Souza-Cardoso,Spanish,Cubist,1887,1918
Cavaquinho,Cubism,Musics,,,,Amadeo De Souza-Cardoso,Spanish,Cubist,1887,1918
Corpus Christi Procession,Cubism,,,,,Amadeo De Souza-Cardoso,Spanish,Cubist,1887,1918
Crime Blue Abyss Physical Remorse,Cubism,,,,,Amadeo De Souza-Cardoso,Spanish,Cubist,1887,1918
Deaf Music,Cubism,Musics,,,,Amadeo De Souza-Cardoso,Spanish,Cubist,1887,1918
Greyhounds,Cubism,Dogs,,,,Amadeo De Souza-Cardoso,Spanish,Cubist,1887,1918
Instrument's Life,Cubism,,,,,Amadeo De Souza-Cardoso,Spanish,Cubist,1887,1918
Interior Things's Expression,Cubism,,,,,Amadeo De Souza-Cardoso,Spanish,Cubist,1887,1918
Les Cavaliers,Cubism,,,,,Amadeo De Souza-Cardoso,Spanish,Cubist,1887,1918
Manhufe Landscape,Cubism,,,,,Amadeo De Souza-Cardoso,Spanish,Cubist,1887,1918
Metallic Vibrations,Cubism,,,,,Amadeo De Souza-Cardoso,Spanish,Cubist,1887,1918
Paysage Cubiste,Cubism,,,,,Amadeo De Souza-Cardoso,Spanish,Cubist,1887,1918
Pelas Janelas,Cubism,,,,,Amadeo De Souza-Cardoso,Spanish,Cubist,1887,1918
Popular Song and the Brazil Bird,Cubism,,,,,Amadeo De Souza-Cardoso,Spanish,Cubist,1887,1918
Promontory Head Indigo Seas of Ossian Rose Orange,Cubism,,,,,Amadeo De Souza-Cardoso,Spanish,Cubist,1887,1918
