painting,painting_style,painting_subject,museum,museum_city,museum_country,artist,artist_nationality,artist_style,artist_birth,artist_death
Still Life with Flowers and a Watch,Baroque,Still-Life,Rijksmuseum,Amsterdam,Netherlands,Abraham Mignon,Dutch,Baroque,1640,1679
Still Life with Fruit and a Beaker on a Cock's Foot,Baroque,Still-Life,Rijksmuseum,Amsterdam,Netherlands,Abraham Mignon,Dutch,Baroque,1640,1679
Still Life with Fruit and a Goldfinch,Baroque,Still-Life,Rijksmuseum,Amsterdam,Netherlands,Abraham Mignon,Dutch,Baroque,1640,1679
Still Life with Fruit and Oysters,Baroque,Still-Life,Rijksmuseum,Amsterdam,Netherlands,Abraham Mignon,Dutch,Baroque,1640,1679
"Still Life with Fruit, Oysters, and a Porcelain Bowl",Baroque,Still-Life,Rijksmuseum,Amsterdam,Netherlands,Abraham Mignon,Dutch,Baroque,1640,1679
The Overturned Bouquet,Baroque,Still-Life,Rijksmuseum,Amsterdam,Netherlands,Abraham Mignon,Dutch,Baroque,1640,1679
Arabian Horses at Pasture,Baroque,Horses,\N,\N,\N,Albrecht Adam,German,Baroque,1786,1862
Count Halm on His Basedow Estate,Baroque,\N,\N,\N,\N,Albrecht Adam,German,Baroque,1786,1862
Horses at the Porch,Baroque,Horses,The State Hermitage Museum,2,Russia,Albrecht Adam,German,Baroque,1786,1862
Napoleon Before the Burning City of Smolensk,Baroque,Horses,\N,\N,\N,Albrecht Adam,German,Baroque,1786,1862
Peasants Resting in the Field,Baroque,\N,\N,\N,\N,Albrecht Adam,German,Baroque,1786,1862
Portrait Oberleutnant Theodor Von Klein,Baroque,\N,\N,\N,\N,Albrecht Adam,German,Baroque,1786,1862
The Rescue of Count Munnich,Baroque,\N,\N,\N,\N,Albrecht Adam,German,Baroque,1786,1862
The Stable Yard,Baroque,\N,\N,\N,\N,Albrecht Adam,German,Baroque,1786,1862
Jacob A. Stamler Departing Le Havre,\N,Marine Art/Maritime,\N,\N,\N,Édouard Adam,American,Marine Art,1847,1929
Kaleda off Le Havre,\N,Marine Art/Maritime,\N,\N,\N,Édouard Adam,American,Marine Art,1847,1929
R. Bell &amp; Co. Steamship Bothal in a Heavy Swell,\N,Marine Art/Maritime,\N,\N,\N,Édouard Adam,American,Marine Art,1847,1929
Steam Sailing Ship Finsbury in a Stormy Sea,\N,Marine Art/Maritime,\N,\N,\N,Édouard Adam,American,Marine Art,1847,1929
The American Ship Olive S Southard in French Waters,\N,Marine Art/Maritime,\N,\N,\N,Édouard Adam,American,Marine Art,1847,1929
The Atalanta Running Under Reduced Sail in a Gale,\N,Marine Art/Maritime,\N,\N,\N,Édouard Adam,American,Marine Art,1847,1929
The Auxiliary Steamer County of Sutherland at Sea Under Steam and Sail,\N,Marine Art/Maritime,\N,\N,\N,Édouard Adam,American,Marine Art,1847,1929
The Auxiliary Steamer Rishanglys Calling for a Pilot Off a Headland,\N,Marine Art/Maritime,\N,\N,\N,Édouard Adam,American,Marine Art,1847,1929
The Barquentine Herdis of the American Star Line,\N,Marine Art/Maritime,\N,\N,\N,Édouard Adam,American,Marine Art,1847,1929
The First French Steam Battlefleet in Formation at Sea,\N,Marine Art/Maritime,\N,\N,\N,Édouard Adam,American,Marine Art,1847,1929
The French Brig Dieudonne in Full Sail Off a Headland,\N,Marine Art/Maritime,\N,\N,\N,Édouard Adam,American,Marine Art,1847,1929
The Full-Rigger King Ceolric Running Under Full Sail,\N,Marine Art/Maritime,\N,\N,\N,Édouard Adam,American,Marine Art,1847,1929
The Richard Rylands Passing the Fastnet Rock,\N,Marine Art/Maritime,\N,\N,\N,Édouard Adam,American,Marine Art,1847,1929
The Ship Jacob A. Stamler,\N,Marine Art/Maritime,\N,\N,\N,Édouard Adam,American,Marine Art,1847,1929
The Three-Master Hahnemann in Full Sail Off a Headland,\N,Marine Art/Maritime,\N,\N,\N,Édouard Adam,American,Marine Art,1847,1929
Comedian Tournelle,Neo-Classicism,Portraits,\N,\N,\N,Adélaïde Labille-Guiard,French,Neoclassical,1749,1803
Madame de Genlis,Neo-Classicism,Portraits,Los Angeles County Museum of Art,Los Angeles,USA,Adélaïde Labille-Guiard,French,Neoclassical,1749,1803
Monsieur Meunier,Neo-Classicism,Portraits,\N,\N,\N,Adélaïde Labille-Guiard,French,Neoclassical,1749,1803
Pierre Roch Vigneron,Neo-Classicism,Portraits,\N,\N,\N,Adélaïde Labille-Guiard,French,Neoclassical,1749,1803
Portrait de Madame La Comtesse de Lameth,Neo-Classicism,Portraits,\N,\N,\N,Adélaïde Labille-Guiard,French,Neoclassical,1749,1803
Portrait of a Man,Neo-Classicism,Portraits,\N,\N,\N,Adélaïde Labille-Guiard,French,Neoclassical,1749,1803
Portrait of a Woman,Neo-Classicism,Portraits,\N,\N,\N,Adélaïde Labille-Guiard,French,Neoclassical,1749,1803
Portrait of Gaspard Gilbert Delamalle,Neo-Classicism,Portraits,\N,\N,\N,Adélaïde Labille-Guiard,French,Neoclassical,1749,1803
Portrait of Madame Labille-Guyard and Her Pupils,Neo-Classicism,\N,The Metropolitan Museum of Art,New York,USA,Adélaïde Labille-Guiard,French,Neoclassical,1749,1803
Portrait of the Duchesse D'Aiguillon,Neo-Classicism,Portraits,\N,\N,\N,Adélaïde Labille-Guiard,French,Neoclassical,1749,1803
Portrait of the Painter Vincent,Neo-Classicism,Portraits,Musée du Louvre,75001,France,Adélaïde Labille-Guiard,French,Neoclassical,1749,1803
Self-Portrait,Neo-Classicism,Portraits,\N,\N,\N,Adélaïde Labille-Guiard,French,Neoclassical,1749,1803
Jean-Dominique Fabry Garat Playing Lyre,\N,Musics,\N,\N,\N,Adèle Romany,French,Portraitist,1769,1846
Jean-Dominique Fabry Garat Playing Lyre,\N,Portraits,\N,\N,\N,Adèle Romany,French,Portraitist,1769,1846
Portrait d'Aglae´-Constance Boudard en Robe de Velours Rouge,\N,Portraits,\N,\N,\N,Adèle Romany,French,Portraitist,1769,1846
Portrait d'Ame´lie-Justine et de Charles-Edouard Pontois,\N,Portraits,\N,\N,\N,Adèle Romany,French,Portraitist,1769,1846
Portrait d'Ame´lie-Justine Laidin de la Bouterie,\N,Portraits,\N,\N,\N,Adèle Romany,French,Portraitist,1769,1846
Portrait de la Famille de l'Artiste Posant Devant le Cha^teau de Juilly,\N,Portraits,National Gallery of Art,Washington,USA,Adèle Romany,French,Portraitist,1769,1846
Portrait of a Lady,\N,Portraits,\N,\N,\N,Adèle Romany,French,Portraitist,1769,1846
Portrait of a Mother and Child,\N,Portraits,\N,\N,\N,Adèle Romany,French,Portraitist,1769,1846
"Portrait of a Young Lady, seated in a White Dress Holding a Lyre",\N,Musics,\N,\N,\N,Adèle Romany,French,Portraitist,1769,1846
"Portrait of a Young Lady, seated in a White Dress Holding a Lyre",\N,Portraits,\N,\N,\N,Adèle Romany,French,Portraitist,1769,1846
"Portrait of Auguste Vestris, French Dancer",\N,Dancers,National Gallery,London,UK,Adèle Romany,French,Portraitist,1769,1846
"Portrait of Auguste Vestris, French Dancer",\N,Portraits,National Gallery,London,UK,Adèle Romany,French,Portraitist,1769,1846
George Washington,\N,Portraits,The Metropolitan Museum of Art,New York,USA,Adolph Ulrich Wertmuller,Swiss,Portraitist,1751,1811
George Washington,\N,U.S. Presidents,The Metropolitan Museum of Art,New York,USA,Adolph Ulrich Wertmuller,Swiss,Portraitist,1751,1811
Henri Bertholet Campan with His Dog Aline,\N,Dogs,\N,\N,\N,Adolph Ulrich Wertmuller,Swiss,Portraitist,1751,1811
Henri Bertholet Campan with His Dog Aline,\N,Portraits,\N,\N,\N,Adolph Ulrich Wertmuller,Swiss,Portraitist,1751,1811
Mrs. Sims of Philadelphia,\N,Portraits,\N,\N,\N,Adolph Ulrich Wertmuller,Swiss,Portraitist,1751,1811
Portrait of Mr. Lyttkens,\N,Portraits,\N,\N,\N,Adolph Ulrich Wertmuller,Swiss,Portraitist,1751,1811
Portrait of Stanislas de Clermont Tonnerre,\N,Portraits,\N,\N,\N,Adolph Ulrich Wertmuller,Swiss,Portraitist,1751,1811
Portrait of the Queen,\N,Portraits,The Tate Gallery,London,UK,Adolph Ulrich Wertmuller,Swiss,Portraitist,1751,1811
Queen Marie Antoinette of France and Two of Her Children,\N,Portraits,The Metropolitan Museum of Art,New York,USA,Adolph Ulrich Wertmuller,Swiss,Portraitist,1751,1811
"Barend Klijn Barendsz, Poet",\N,Portraits,Rijksmuseum,Amsterdam,Netherlands,Adriaan De Lelie,Dutch,Portraitist,1755,1820
"Cornelis Sebille Roos, Amsterdam Art Dealer and Keeper of the Nationale Konst-Gallery in Huis ten Bosch, The Hague",\N,Portraits,Rijksmuseum,Amsterdam,Netherlands,Adriaan De Lelie,Dutch,Portraitist,1755,1820
General Daendels Taking Leave of Lieutenant-Colonel Krayenhoff,\N,Portraits,Rijksmuseum,Amsterdam,Netherlands,Adriaan De Lelie,Dutch,Portraitist,1755,1820
"Jonkheer Gysbert Carel Rutger Reinier van Brienen van Ramerus, with his Wife and four of their Children",\N,Portraits,Rijksmuseum,Amsterdam,Netherlands,Adriaan De Lelie,Dutch,Portraitist,1755,1820
Morning Visit,\N,Portraits,Rijksmuseum,Amsterdam,Netherlands,Adriaan De Lelie,Dutch,Portraitist,1755,1820
"Portrait of Albertus Henricus Wiese, Governor-General of the Dutch East Indies",\N,Portraits,Rijksmuseum,Amsterdam,Netherlands,Adriaan De Lelie,Dutch,Portraitist,1755,1820
"Portrait of Gerrit Verdooren, Vice-admiral",\N,Portraits,Rijksmuseum,Amsterdam,Netherlands,Adriaan De Lelie,Dutch,Portraitist,1755,1820
Portrait of Hendrick de Hartog,\N,Portraits,Rijksmuseum,Amsterdam,Netherlands,Adriaan De Lelie,Dutch,Portraitist,1755,1820
Portrait of the Family of Adrianus Bonebakker with Dirk L. Bennewitz,\N,Portraits,Rijksmuseum,Amsterdam,Netherlands,Adriaan De Lelie,Dutch,Portraitist,1755,1820
"Portrait of Wilhelmina Maria Haack, fourth Wife of Gerrit Verdooren",\N,Portraits,Rijksmuseum,Amsterdam,Netherlands,Adriaan De Lelie,Dutch,Portraitist,1755,1820
The Art Gallery of Jan Gildemeester Jansz,\N,Portraits,Rijksmuseum,Amsterdam,Netherlands,Adriaan De Lelie,Dutch,Portraitist,1755,1820
The Art Gallery of Josephus Augustinus Brentano,\N,Portraits,Rijksmuseum,Amsterdam,Netherlands,Adriaan De Lelie,Dutch,Portraitist,1755,1820
The Drawing Gallery of the Felix Meritis Society,\N,\N,Rijksmuseum,Amsterdam,Netherlands,Adriaan De Lelie,Dutch,Portraitist,1755,1820
The Sculpture Gallery of the Felix Meritis Society,\N,\N,Rijksmuseum,Amsterdam,Netherlands,Adriaan De Lelie,Dutch,Portraitist,1755,1820
Woman Baking Pancakes,\N,Portraits,Rijksmuseum,Amsterdam,Netherlands,Adriaan De Lelie,Dutch,Portraitist,1755,1820
Portrait of a Man,Renaissance,Portraits,Rijksmuseum,Amsterdam,Netherlands,Adriaen Thomasz. Key,Dutch,Renaissance,1544,1589
William of Orange,Renaissance,Portraits,Rijksmuseum,Amsterdam,Netherlands,Adriaen Thomasz. Key,Dutch,Renaissance,1544,1589
"A Distant View of Dordrecht, with a Milkmaid and Four Cows",Baroque,\N,National Gallery of Art,Washington,USA,Aelbert Cuyp,Dutch,Baroque,1620,1691
A Herdsman with Seven Cows by a River,Baroque,Rivers/Lakes,National Gallery,London,UK,Aelbert Cuyp,Dutch,Baroque,1620,1691
"A Landscape with Horseman, Herders and Cattle",Baroque,\N,\N,\N,\N,Aelbert Cuyp,Dutch,Baroque,1620,1691
A View of the Maas at Dordrecht,Baroque,\N,The J. Paul Getty Museum,Los Angeles,USA,Aelbert Cuyp,Dutch,Baroque,1620,1691
Cattle in a River,Baroque,Rivers/Lakes,\N,\N,\N,Aelbert Cuyp,Dutch,Baroque,1620,1691
Cattle Near a River,Baroque,Rivers/Lakes,\N,\N,\N,Aelbert Cuyp,Dutch,Baroque,1620,1691
"Cattle Near the Maas, with Dordrecht in the Distance",Baroque,\N,\N,\N,\N,Aelbert Cuyp,Dutch,Baroque,1620,1691
Cattle with Horseman and Peasants,Baroque,Horses,National Gallery,London,UK,Aelbert Cuyp,Dutch,Baroque,1620,1691
Children and a Cow,Baroque,\N,The Metropolitan Museum of Art,New York,USA,Aelbert Cuyp,Dutch,Baroque,1620,1691
Lady and Gentleman on Horseback,Baroque,Horses,National Gallery of Art,Washington,USA,Aelbert Cuyp,Dutch,Baroque,1620,1691
Landscape with Cattle,Baroque,\N,\N,\N,\N,Aelbert Cuyp,Dutch,Baroque,1620,1691
Landscape with Cows and Young Herdsman,Baroque,\N,Rijksmuseum,Amsterdam,Netherlands,Aelbert Cuyp,Dutch,Baroque,1620,1691
Landscape with Herdsman and Cattle,Baroque,\N,Rijksmuseum,Amsterdam,Netherlands,Aelbert Cuyp,Dutch,Baroque,1620,1691
Mountainous Landscape with the Ruins of a Castle,Baroque,\N,Rijksmuseum,Amsterdam,Netherlands,Aelbert Cuyp,Dutch,Baroque,1620,1691
Piping Shepherds,Baroque,\N,The Metropolitan Museum of Art,New York,USA,Aelbert Cuyp,Dutch,Baroque,1620,1691
River Landscape with Cows,Baroque,Rivers/Lakes,Rijksmuseum,Amsterdam,Netherlands,Aelbert Cuyp,Dutch,Baroque,1620,1691
River Landscape with Riders,Baroque,Rivers/Lakes,Rijksmuseum,Amsterdam,Netherlands,Aelbert Cuyp,Dutch,Baroque,1620,1691
River Scene,Baroque,Rivers/Lakes,Rijksmuseum,Amsterdam,Netherlands,Aelbert Cuyp,Dutch,Baroque,1620,1691
Rooster and Hens,Baroque,\N,\N,\N,\N,Aelbert Cuyp,Dutch,Baroque,1620,1691
Senior Merchant,Baroque,\N,Rijksmuseum,Amsterdam,Netherlands,Aelbert Cuyp,Dutch,Baroque,1620,1691
Starting for the Hunt,Baroque,\N,The Metropolitan Museum of Art,New York,USA,Aelbert Cuyp,Dutch,Baroque,1620,1691
The Flight into Egypt,Baroque,\N,Los Angeles County Museum of Art,Los Angeles,USA,Aelbert Cuyp,Dutch,Baroque,1620,1691
The Maas at Dordrecht,Baroque,\N,National Gallery of Art,Washington,USA,Aelbert Cuyp,Dutch,Baroque,1620,1691
The Passage Boat,Baroque,\N,\N,\N,\N,Aelbert Cuyp,Dutch,Baroque,1620,1691
Travelers in Hilly Countryside,Baroque,Rivers/Lakes,Cleveland Museum Of Art,Cleveland,USA,Aelbert Cuyp,Dutch,Baroque,1620,1691
View of Dordrecht at Sunset,Baroque,\N,Rijksmuseum,Amsterdam,Netherlands,Aelbert Cuyp,Dutch,Baroque,1620,1691
View of the Maas near Dordrecht,Baroque,\N,Los Angeles County Museum of Art,Los Angeles,USA,Aelbert Cuyp,Dutch,Baroque,1620,1691
Young Herdsmen with Cows,Baroque,\N,The Metropolitan Museum of Art,New York,USA,Aelbert Cuyp,Dutch,Baroque,1620,1691
Bouquet of Roses and Fruit,Expressionism,Flowers,The Metropolitan Museum of Art,New York,USA,Albert André,French,Expressionist,1869,1954
Bouquet of Roses,Expressionism,Flowers,\N,\N,\N,Albert André,French,Expressionist,1869,1954
Bridge Over the Seine in Paris,Expressionism,Bridges,\N,\N,\N,Albert André,French,Expressionist,1869,1954
Bridge Over the Seine in Paris,Expressionism,Rivers/Lakes,\N,\N,\N,Albert André,French,Expressionist,1869,1954
"Buses, Place Pigalle",Expressionism,\N,\N,\N,\N,Albert André,French,Expressionist,1869,1954
"Compote of Peaches and Pears, with Pitchers, on a Table",Expressionism,\N,The Metropolitan Museum of Art,New York,USA,Albert André,French,Expressionist,1869,1954
Dahlias,Expressionism,Flowers,\N,\N,\N,Albert André,French,Expressionist,1869,1954
Flower Vase and Fruits,Expressionism,Flowers,\N,\N,\N,Albert André,French,Expressionist,1869,1954
"In the Park, Edge of the Seine",Expressionism,Spring,\N,\N,\N,Albert André,French,Expressionist,1869,1954
Lady Reading,Expressionism,\N,\N,\N,\N,Albert André,French,Expressionist,1869,1954
Old Lady in White Seated,Expressionism,\N,\N,\N,\N,Albert André,French,Expressionist,1869,1954
Reading at the Garden,Expressionism,\N,\N,\N,\N,Albert André,French,Expressionist,1869,1954
Renoir and His Model,Expressionism,\N,The Metropolitan Museum of Art,New York,USA,Albert André,French,Expressionist,1869,1954
"Renoir Painting His Family in His Studio at 73 Rue De Caulaincourt, Paris",Expressionism,\N,\N,\N,\N,Albert André,French,Expressionist,1869,1954
Roses in a Glass,Expressionism,Flowers,\N,\N,\N,Albert André,French,Expressionist,1869,1954
Seated Woman,Expressionism,\N,\N,\N,\N,Albert André,French,Expressionist,1869,1954
Still Life,Expressionism,Flowers,\N,\N,\N,Albert André,French,Expressionist,1869,1954
Still Life,Expressionism,Still-Life,\N,\N,\N,Albert André,French,Expressionist,1869,1954
Still Life with Fruit and Brioche,Expressionism,Still-Life,The Metropolitan Museum of Art,New York,USA,Albert André,French,Expressionist,1869,1954
Table Setting with Fruit,Expressionism,\N,The Metropolitan Museum of Art,New York,USA,Albert André,French,Expressionist,1869,1954
"The Artist's Studio, A Still Life",Expressionism,\N,\N,\N,\N,Albert André,French,Expressionist,1869,1954
The Artist's Studio,Expressionism,\N,\N,\N,\N,Albert André,French,Expressionist,1869,1954
"The Bouquet (View from the Artist’s Studio, Paris)",Expressionism,Flowers,\N,\N,\N,Albert André,French,Expressionist,1869,1954
"The Dock of Grenelle, Paris",Expressionism,\N,\N,\N,\N,Albert André,French,Expressionist,1869,1954
Vase of Flower by the Window,Expressionism,Flowers,\N,\N,\N,Albert André,French,Expressionist,1869,1954
Vase of Flowers and Fruits on the Table,Expressionism,Flowers,\N,\N,\N,Albert André,French,Expressionist,1869,1954
White Vase with Flowers,Expressionism,Flowers,\N,\N,\N,Albert André,French,Expressionist,1869,1954
"A River Landscape, Westphalia",American Landscape,Landscape Art,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
"A River Landscape, Westphalia",American Landscape,Rivers/Lakes,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
"A Storm in the Rocky Mountains, Mt. Rosalie",American Landscape,Landscape Art,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
A Wild Stallion,American Landscape,Horses,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
A Wild Stallion,American Landscape,Landscape Art,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
"Among the Sierra Nevada Mountains, California",American Landscape,Landscape Art,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
Autumn Landscape,American Landscape,Autumn/Fall,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
Autumn Landscape,American Landscape,Landscape Art,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
Beached Ship,American Landscape,Landscape Art,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
California Spring,American Landscape,Landscape Art,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
California Spring,American Landscape,Spring,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
"Canadian Rockies, Lake Louise",American Landscape,Landscape Art,The Metropolitan Museum of Art,New York,USA,Albert Bierstadt,American,Hudson River School,1830,1902
"Canadian Rockies, Lake Louise",American Landscape,Rivers/Lakes,The Metropolitan Museum of Art,New York,USA,Albert Bierstadt,American,Hudson River School,1830,1902
Canadian Rockies,American Landscape,\N,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
"Cathedral Rocks, Yosemite Valley, California",American Landscape,Landscape Art,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
Deer in a Field,American Landscape,Deers,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
Deer in a Field,American Landscape,Landscape Art,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
Deer,American Landscape,Deers,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
Deer,American Landscape,Landscape Art,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
"Estes Park, Colorado, Whyte's Lake",American Landscape,Landscape Art,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
"Estes Park, Colorado, Whyte's Lake",American Landscape,Rivers/Lakes,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
Farallon Island,American Landscape,Landscape Art,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
Fishing Boats,American Landscape,Landscape Art,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
Fishing Boats at Capri,American Landscape,\N,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
Glen Ellis Falls,American Landscape,Landscape Art,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
Hetch Hetchy Canyon,American Landscape,Landscape Art,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
In the Foothills,American Landscape,Landscape Art,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
In the High Mountains,American Landscape,\N,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
In the Mountains,American Landscape,Landscape Art,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
In the Mountains,American Landscape,Rivers/Lakes,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
"In the Sierras, Lake Tahoe",American Landscape,Landscape Art,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
"In the Sierras, Lake Tahoe",American Landscape,Rivers/Lakes,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
Indian Canoe,American Landscape,Landscape Art,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
Indian Encampment Evening,American Landscape,\N,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
Indian Hunters in Canoe,American Landscape,Landscape Art,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
Indians Spear Fishing,American Landscape,Landscape Art,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
Lake Tahoe,American Landscape,Landscape Art,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
Lake Tahoe,American Landscape,Rivers/Lakes,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
"Liberty Cam, Yosemite",American Landscape,Landscape Art,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
Light in the Forest,American Landscape,Landscape Art,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
Bighorn Ram,American Landscape,Landscape Art,\N,\N,\N,Albert Bierstadt,American,Hudson River School,1830,1902
"Against the Light, Algiers",Post-Impressionism,\N,\N,\N,\N,Albert Marquet,French,Post-Impressionist,1875,1947
"Algiers, Gray Weather",Post-Impressionism,\N,\N,\N,\N,Albert Marquet,French,Post-Impressionist,1875,1947
"Algiers, The City seen from the Heights",Post-Impressionism,\N,\N,\N,\N,Albert Marquet,French,Post-Impressionist,1875,1947
"Algiers, View of Mustapha, Rain",Post-Impressionism,\N,\N,\N,\N,Albert Marquet,French,Post-Impressionist,1875,1947
"Algiers, View of the Casbah",Post-Impressionism,\N,\N,\N,\N,Albert Marquet,French,Post-Impressionist,1875,1947
"Amsterdam, Snow",Post-Impressionism,\N,\N,\N,\N,Albert Marquet,French,Post-Impressionist,1875,1947
"Anglers, La Chaume",Post-Impressionism,\N,\N,\N,\N,Albert Marquet,French,Post-Impressionist,1875,1947
"Arcueil, the Factory and the Aqueduct",Post-Impressionism,\N,\N,\N,\N,Albert Marquet,French,Post-Impressionist,1875,1947
Ares,Post-Impressionism,\N,\N,\N,\N,Albert Marquet,French,Post-Impressionist,1875,1947
"Audierne, The Tonneaux",Post-Impressionism,\N,\N,\N,\N,Albert Marquet,French,Post-Impressionist,1875,1947
"Banks of the Seine, Paris",Post-Impressionism,Rivers/Lakes,\N,\N,\N,Albert Marquet,French,Post-Impressionist,1875,1947
"Bassin du Roy (Le Havre, France, Normandy)",Post-Impressionism,\N,\N,\N,\N,Albert Marquet,French,Post-Impressionist,1875,1947
Bay of Algiers View of El-Biar,Post-Impressionism,\N,\N,\N,\N,Albert Marquet,French,Post-Impressionist,1875,1947
Boats in Ciboure,Post-Impressionism,\N,\N,\N,\N,Albert Marquet,French,Post-Impressionist,1875,1947
"Boats in Collioure, Gray Weather",Post-Impressionism,\N,\N,\N,\N,Albert Marquet,French,Post-Impressionist,1875,1947
Boats in the Port,Post-Impressionism,\N,\N,\N,\N,Albert Marquet,French,Post-Impressionist,1875,1947
Boats in Triel,Post-Impressionism,\N,\N,\N,\N,Albert Marquet,French,Post-Impressionist,1875,1947
Breeze in Porquerolles,Post-Impressionism,\N,\N,\N,\N,Albert Marquet,French,Post-Impressionist,1875,1947
Calm Flat,Post-Impressionism,\N,\N,\N,\N,Albert Marquet,French,Post-Impressionist,1875,1947
Cargo at Dock,Post-Impressionism,\N,\N,\N,\N,Albert Marquet,French,Post-Impressionist,1875,1947
Cargo Leaving the Port,Post-Impressionism,\N,\N,\N,\N,Albert Marquet,French,Post-Impressionist,1875,1947
Clouds and Smoke,Post-Impressionism,\N,\N,\N,\N,Albert Marquet,French,Post-Impressionist,1875,1947
Cloudy Weather in Algiers,Post-Impressionism,\N,\N,\N,\N,Albert Marquet,French,Post-Impressionist,1875,1947
"Crans-sur-Sierre, Sledding",Post-Impressionism,\N,\N,\N,\N,Albert Marquet,French,Post-Impressionist,1875,1947
Cypress and Trees in Bloom,Post-Impressionism,\N,\N,\N,\N,Albert Marquet,French,Post-Impressionist,1875,1947
Daisies,Post-Impressionism,\N,\N,\N,\N,Albert Marquet,French,Post-Impressionist,1875,1947
Davos Under the Snow,Post-Impressionism,Winter,\N,\N,\N,Albert Marquet,French,Post-Impressionist,1875,1947
"Dock of Bourbon, Paris",Post-Impressionism,\N,\N,\N,\N,Albert Marquet,French,Post-Impressionist,1875,1947
"Dock of Grands Augustins, Paris",Post-Impressionism,\N,\N,\N,\N,Albert Marquet,French,Post-Impressionist,1875,1947
"Dock of Grands-Augustins, Under the Snow",Post-Impressionism,\N,\N,\N,\N,Albert Marquet,French,Post-Impressionist,1875,1947
Burkhard of Speyer,Renaissance,\N,\N,\N,\N,Albrecht Durer,German,Northern Renaissance,1471,1528
Christ Among the Doctors,Renaissance,Jesus Christ,Thussen-Bornemisza Museum,Madrid,Spain,Albrecht Durer,German,Northern Renaissance,1471,1528
Lot and His Daughters,Renaissance,\N,National Gallery of Art,Washington,USA,Albrecht Durer,German,Northern Renaissance,1471,1528
Madonna and Child (Haller Madonna),Renaissance,Christianity,National Gallery of Art,Washington,USA,Albrecht Durer,German,Northern Renaissance,1471,1528
Penitent Saint Jerome,Renaissance,Christianity,National Gallery,London,UK,Albrecht Durer,German,Northern Renaissance,1471,1528
Portrait of a Clergyman,Renaissance,Portraits,National Gallery of Art,Washington,USA,Albrecht Durer,German,Northern Renaissance,1471,1528
"Portrait of a Woman, Said to Be Caritas Pirckheimer",Renaissance,Portraits,The Metropolitan Museum of Art,New York,USA,Albrecht Durer,German,Northern Renaissance,1471,1528
Portrait of a Young Venetian Woman,Renaissance,Portraits,\N,\N,\N,Albrecht Durer,German,Northern Renaissance,1471,1528
Portrait of Barbara Durer,Renaissance,Portraits,\N,\N,\N,Albrecht Durer,German,Northern Renaissance,1471,1528
Portrait of Durer's Father at 70,Renaissance,Portraits,National Gallery,London,UK,Albrecht Durer,German,Northern Renaissance,1471,1528
Portrait of Emperor Maximillian I,Renaissance,Portraits,\N,\N,\N,Albrecht Durer,German,Northern Renaissance,1471,1528
Portrait of Hieronymus Holzschuher,Renaissance,Portraits,\N,\N,\N,Albrecht Durer,German,Northern Renaissance,1471,1528
Portrait of Jakob Muffel,Renaissance,Portraits,\N,\N,\N,Albrecht Durer,German,Northern Renaissance,1471,1528
